"signature_date";"system_object_id";"global_id";"ID";"AdmArea";"District";"EDU_NAME";"OGRN";"PASSED_NUMBER_FULL";"PASSES_OVER_220";"PASSER_UNDER_160";"YEAR";"LINK";
"31.10.2016 09:12:33";"1433";"4698236";"1433";"Восточный административный округ";"район Измайлово";"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1483";"1037739351022";"19";"5";"13";"2015-2016";"{global_id=4478987, value=Государственное бюджетное образовательное учреждение города Москвы центр образования № 1483}";
"31.10.2016 09:28:49";"1086";"4698240";"1086";"Западный административный округ";"район Кунцево";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж градостроительства, транспорта и технологий № 41»";"1057731005672";"56";"4";"20";"2015-2016";"{global_id=13793670, value=Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж градостроительства, транспорта и технологий № 41»}";
"31.10.2016 09:20:46";"1033";"4698241";"1033";"Восточный административный округ";"район Косино-Ухтомский";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1022»";"1147746861206";"17";"3";"11";"2015-2016";"{global_id=13793689, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1022»}";
"31.10.2016 09:34:04";"1035";"4698242";"1035";"Центральный административный округ";"Красносельский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1284»";"1037739007888";"135";"51";"66";"2015-2016";"{global_id=4478787, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1284»}";
"31.10.2016 09:39:05";"1038";"4698243";"1038";"Северо-Восточный административный округ";"Лосиноостровский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильная школа № 1955»";"1027739665854";"248";"41";"89";"2015-2016";"{global_id=62782459, value=null}";
"31.10.2016 09:22:37";"1080";"4698244";"1080";"Западный административный округ";"район Дорогомилово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 56 имени академика В.А. Легасова»";"1037739281513";"56";"11";"35";"2015-2016";"{global_id=59480606, value=null}";
"31.10.2016 09:28:40";"750";"4698245";"750";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1532»";"1027700002252";"149";"39";"90";"2015-2016";"{global_id=4478853, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1532»}";
"31.10.2016 09:08:13";"1171";"4698246";"1171";"Центральный административный округ";"Мещанский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1297»";"1117746460655";"65";"19";"34";"2015-2016";"{global_id=13793785, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1297»}";
"31.10.2016 09:37:05";"1176";"4698247";"1176";"Зеленоградский административный округ";"район Матушкино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 842»";"1027739317396";"107";"8";"37";"2015-2016";"{global_id=13793742, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 842»}";
"31.10.2016 09:34:03";"755";"4698248";"755";"Северо-Восточный административный округ";"район Бибирево";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 953»";"1157746163024";"218";"29";"93";"2015-2016";"{global_id=59480194, value=null}";
"31.10.2016 09:29:28";"758";"4698249";"758";"Южный административный округ";"район Нагатинский Затон";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1055»";"1027700517580";"25";"4";"15";"2015-2016";"{global_id=13793807, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1055»}";
"31.10.2016 09:20:52";"931";"4698250";"931";"Юго-Западный административный округ";"район Южное Бутово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1065»";"1037739279434";"10";"2";"4";"2015-2016";"{global_id=62782430, value=null}";
"31.10.2016 09:31:01";"2744";"4698251";"2744";"Центральный административный округ";"Таганский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1270»";"1027700387802";"78";"32";"48";"2015-2016";"{global_id=13793685, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1270»}";
"31.10.2016 09:09:54";"3125";"4698252";"3125";"Восточный административный округ";"район Соколиная Гора";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1947»";"1027700481654";"76";"9";"24";"2015-2016";"{global_id=4478767, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1947»}";
"31.10.2016 09:33:57";"2781";"4698254";"2781";"Юго-Западный административный округ";"Академический район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1280»";"1037700010952";"33";"11";"27";"2015-2016";"{global_id=64004144, value=null}";
"31.10.2016 09:37:07";"2782";"4698255";"2782";"Северный административный округ";"район Аэропорт";"Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 2»";"1027739618081";"5";"0";"4";"2015-2016";"{global_id=20974874, value=Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 2»}";
"31.10.2016 09:10:10";"2336";"4698256";"2336";"Юго-Восточный административный округ";"район Марьино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1357 «Многопрофильный комплекс «Братиславский»";"1037739418760";"347";"66";"165";"2015-2016";"{global_id=19646350, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1357 «Многопрофильный комплекс «Братиславский»}";
"31.10.2016 09:24:43";"4129";"4698259";"4129";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с этнокультурным русским компонентом образования № 1148 имени Ф.М.Достоевского»";"1027739431466";"29";"5";"17";"2015-2016";"{global_id=30538836, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с этнокультурным русским компонентом образования № 1148 имени Ф.М.Достоевского»}";
"31.10.2016 09:18:05";"4102";"4698260";"4102";"Юго-Восточный административный округ";"район Марьино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1423»";"1027700501290";"78";"9";"39";"2015-2016";"{global_id=30538850, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1423»}";
"31.10.2016 09:26:18";"2761";"4698261";"2761";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1507»";"1027739900671";"90";"40";"70";"2015-2016";"{global_id=13793677, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1507»}";
"31.10.2016 09:26:09";"2536";"4698262";"2536";"Восточный административный округ";"район Северное Измайлово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 399»";"1027739805576";"95";"1";"13";"2015-2016";"{global_id=4478678, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 399»}";
"31.10.2016 09:32:23";"2758";"4698263";"2758";"Южный административный округ";"район Чертаново Северное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1623»";"1027700394369";"88";"6";"20";"2015-2016";"{global_id=20974878, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1623»}";
"31.10.2016 09:33:51";"2668";"4698265";"2668";"Юго-Восточный административный округ";"район Марьино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1987 многопрофильный образовательный комплекс»";"1037723008762";"89";"15";"45";"2015-2016";"{global_id=30538823, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1987 многопрофильный образовательный комплекс»}";
"31.10.2016 09:31:03";"2552";"4698266";"2552";"Южный административный округ";"район Бирюлёво Восточное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»";"1027739545833";"51";"6";"25";"2015-2016";"{global_id=62782454, value=null}";
"31.10.2016 09:20:10";"2551";"4698267";"2551";"Северо-Восточный административный округ";"Бабушкинский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1095»";"1027700586792";"168";"31";"70";"2015-2016";"{global_id=13793724, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1095»}";
"31.10.2016 09:38:47";"2530";"4698268";"2530";"Южный административный округ";"район Орехово-Борисово Северное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 996»";"1147746413022";"55";"3";"12";"2015-2016";"{global_id=59480294, value=null}";
"31.10.2016 09:22:26";"2653";"4698270";"2653";"Юго-Восточный административный округ";"район Лефортово";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 415»";"5137746004501";"97";"13";"40";"2015-2016";"{global_id=14021039, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 415»}";
"31.10.2016 09:25:53";"3032";"4698274";"3032";"Юго-Западный административный округ";"Гагаринский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1265»";"1037739153143";"27";"15";"26";"2015-2016";"{global_id=4478839, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением французского языка № 1265»}";
"31.10.2016 09:31:14";"4674";"4698275";"4674";"Юго-Западный административный округ";"Ломоносовский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 117»";"1107746167451";"139";"60";"116";"2015-2016";"{global_id=13793753, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 117»}";
"31.10.2016 09:38:11";"4482";"4698277";"4482";"Западный административный округ";"район Ново-Переделкино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1596»";"1037739184560";"117";"12";"34";"2015-2016";"{global_id=4478736, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1596»}";
"31.10.2016 09:12:24";"930";"4698278";"930";"Центральный административный округ";"Пресненский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123»";"1037739546349";"44";"6";"17";"2015-2016";"{global_id=4479143, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123»}";
"31.10.2016 09:10:20";"929";"4698279";"929";"Юго-Западный административный округ";"район Черёмушки";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2115»";"1147746980556";"69";"8";"20";"2015-2016";"{global_id=4479187, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2115»}";
"31.10.2016 09:33:44";"879";"4698280";"879";"Юго-Восточный административный округ";"район Кузьминки";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1208 имени Героя Советского Союза М.С. Шумилова»";"5137746208518";"79";"43";"63";"2015-2016";"{global_id=30538853, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1208 имени Героя Советского Союза М.С. Шумилова»}";
"31.10.2016 09:32:20";"927";"4698281";"927";"Северный административный округ";"Хорошёвский район";"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1409";"1137746559851";"112";"40";"66";"2015-2016";"{global_id=4479066, value=Государственное бюджетное образовательное учреждение города Москвы гимназия № 1409}";
"31.10.2016 09:28:10";"1418";"4698282";"1418";"Восточный административный округ";"район Сокольники";"Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 30 имени К.А. Микаэльяна»";"1037739253023";"6";"0";"0";"2015-2016";"{global_id=30538837, value=Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 30 имени К.А. Микаэльяна»}";
"31.10.2016 09:08:22";"938";"4698283";"938";"Восточный административный округ";"район Богородское";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1349»";"5147746421170";"57";"4";"11";"2015-2016";"{global_id=4479093, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1349»}";
"31.10.2016 09:28:25";"1424";"4698284";"1424";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1517»";"1037739147929";"225";"80";"169";"2015-2016";"{global_id=4479347, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1517»}";
"31.10.2016 09:36:06";"744";"4698285";"744";"Юго-Западный административный округ";"Академический район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 45 имени Л.И. Мильграма»";"1027739923639";"218";"66";"120";"2015-2016";"{global_id=13793681, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 45 имени Л.И. Мильграма»}";
"31.10.2016 09:37:54";"2939";"4698286";"2939";"Центральный административный округ";"Басманный район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 345 имени А.С. Пушкина»";"5147746069620";"67";"31";"59";"2015-2016";"{global_id=4478702, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 345 имени А.С. Пушкина»}";
"31.10.2016 09:29:31";"2995";"4698287";"2995";"Южный административный округ";"район Орехово-Борисово Южное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 949»";"1027739613527";"116";"15";"46";"2015-2016";"{global_id=13793747, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 949»}";
"31.10.2016 09:34:03";"3018";"4698288";"3018";"Западный административный округ";"район Ново-Переделкино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1467»";"5147746204282";"97";"12";"27";"2015-2016";"{global_id=4479480, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1467»}";
"31.10.2016 09:31:17";"3012";"4698289";"3012";"Восточный административный округ";"район Вешняки";"Государственное бюджетное образовательное учреждение города Москвы гимназия № 402 им. Алии Молдагуловой";"1147746347110";"75";"14";"38";"2015-2016";"{global_id=4478639, value=Государственное бюджетное образовательное учреждение города Москвы гимназия № 402 им. Алии Молдагуловой}";
"31.10.2016 09:31:10";"3010";"4698290";"3010";"Северный административный округ";"район Беговой";"Государственное автономное профессиональное образовательное учреждение города Москвы «Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова»";"1107746276659";"3";"0";"0";"2015-2016";"{global_id=4478926, value=Государственное автономное профессиональное образовательное учреждение города Москвы «Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова»}";
"31.10.2016 09:08:03";"2741";"4698291";"2741";"Западный административный округ";"Можайский район";"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Западный комплекс непрерывного образования»";"1057731005452";"131";"7";"37";"2015-2016";"{global_id=13793786, value=Государственное бюджетное профессиональное образовательное учреждение города Москвы «Западный комплекс непрерывного образования»}";
"31.10.2016 09:32:22";"2311";"4698292";"2311";"Зеленоградский административный округ";"район Старое Крюково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 719»";"1037735007826";"71";"9";"32";"2015-2016";"{global_id=30538843, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 719»}";
"31.10.2016 09:28:46";"2155";"4698293";"2155";"Центральный административный округ";"Басманный район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1429 имени Героя Советского Союза Н.А. Боброва»";"5137746011035";"14";"2";"8";"2015-2016";"{global_id=59480308, value=null}";
"31.10.2016 09:25:16";"2931";"4698294";"2931";"Северо-Западный административный округ";"район Южное Тушино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1056»";"1027700590037";"67";"6";"40";"2015-2016";"{global_id=62782406, value=null}";
"31.10.2016 09:20:55";"4334";"4698295";"4334";"Южный административный округ";"Даниловский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1272»";"1127746700839";"56";"23";"35";"2015-2016";"{global_id=4478722, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1272»}";
"31.10.2016 09:28:55";"4290";"4698296";"4290";"Северо-Восточный административный округ";"Лосиноостровский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1381»";"5147746334159";"169";"12";"55";"2015-2016";"{global_id=4479436, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1381»}";
"31.10.2016 09:27:52";"4292";"4698297";"4292";"Северо-Восточный административный округ";"район Марфино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»";"1137746962682";"161";"29";"96";"2015-2016";"{global_id=13793739, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»}";
"31.10.2016 09:17:54";"3741";"4698298";"3741";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1143»";"1027700527909";"61";"11";"32";"2015-2016";"{global_id=59480603, value=null}";
"31.10.2016 09:35:08";"4790";"4698300";"4790";"Юго-Западный административный округ";"район Зюзино";"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых";"5087746584393";"40";"7";"23";"2015-2016";"{global_id=4478891, value=Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых}";
"31.10.2016 09:29:34";"4787";"4698301";"4787";"Западный административный округ";"район Крылатское";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1133»";"5147746381437";"71";"13";"34";"2015-2016";"{global_id=4478833, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1133»}";
"31.10.2016 09:36:10";"4786";"4698302";"4786";"Зеленоградский административный округ";"район Крюково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1151»";"1027700553143";"72";"20";"55";"2015-2016";"{global_id=4479177, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1151»}";
"31.10.2016 09:17:44";"4439";"4698303";"4439";"Северо-Западный административный округ";"район Куркино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1387»";"5087746281255";"48";"15";"35";"2015-2016";"{global_id=4479291, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1387»}";
"31.10.2016 09:27:25";"4451";"4698304";"4451";"Северо-Западный административный округ";"район Северное Тушино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 883»";"1137746793579";"57";"9";"39";"2015-2016";"{global_id=4479316, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 883»}";
"31.10.2016 09:28:09";"4093";"4698306";"4093";"Северо-Западный административный округ";"район Митино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1544»";"1037733052807";"99";"27";"62";"2015-2016";"{global_id=30538844, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1544»}";
"31.10.2016 09:08:03";"3751";"4698308";"3751";"Западный административный округ";"район Тропарёво-Никулино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1741»";"1037700001195";"80";"14";"46";"2015-2016";"{global_id=4479312, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1741»}";
"31.10.2016 09:10:00";"3757";"4698309";"3757";"Западный административный округ";"район Фили-Давыдково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1248»";"1027739860983";"79";"38";"64";"2015-2016";"{global_id=13793743, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1248»}";
"31.10.2016 09:29:30";"4099";"4698310";"4099";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 460 имени дважды Героя Советского Союза А.А. Головачёва»";"1037700116838";"77";"20";"64";"2015-2016";"{global_id=14021041, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 460 имени дважды Героя Советского Союза А.А. Головачёва»}";
"31.10.2016 09:38:04";"4268";"4698311";"4268";"Восточный административный округ";"район Восточный";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1021»";"1037719019062";"50";"3";"18";"2015-2016";"{global_id=59480430, value=null}";
"31.10.2016 09:38:49";"5679";"4698312";"5679";"Центральный административный округ";"Таганский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 498»";"1027739846177";"102";"34";"81";"2015-2016";"{global_id=13793718, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 498»}";
"31.10.2016 09:10:23";"5728";"4698313";"5728";"Юго-Западный административный округ";"район Коньково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»";"1037739464234";"198";"59";"128";"2015-2016";"{global_id=4479404, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»}";
"31.10.2016 09:29:00";"5742";"4698314";"5742";"Юго-Западный административный округ";"район Черёмушки";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1948 «Лингвист-М»";"1137746636455";"112";"23";"46";"2015-2016";"{global_id=59480675, value=null}";
"31.10.2016 09:07:56";"5747";"4698315";"5747";"Центральный административный округ";"район Арбат";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1231 имени В.Д. Поленова»";"1037739439319";"226";"59";"125";"2015-2016";"{global_id=13793737, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1231 имени В.Д. Поленова»}";
"31.10.2016 09:27:42";"5658";"4698317";"5658";"Северо-Восточный административный округ";"район Отрадное";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 950»";"5147746169170";"93";"11";"47";"2015-2016";"{global_id=4479289, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 950»}";
"31.10.2016 09:28:25";"5647";"4698318";"5647";"Юго-Восточный административный округ";"район Марьино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1562 имени Артема Боровика»";"1037739084624";"89";"52";"80";"2015-2016";"{global_id=59480401, value=null}";
"31.10.2016 09:33:42";"5642";"4698319";"5642";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 138»";"1127746727877";"165";"18";"63";"2015-2016";"{global_id=4478770, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 138»}";
"31.10.2016 09:15:26";"5663";"4698320";"5663";"Восточный административный округ";"район Сокольники";"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1404 «Гамма»";"1127746723532";"118";"13";"39";"2015-2016";"{global_id=30538860, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1404 «Гамма»}";
"31.10.2016 09:36:15";"5666";"4698322";"5666";"Западный административный округ";"район Фили-Давыдково";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101 «Филёвский образовательный центр»";"5147746277322";"104";"23";"77";"2015-2016";"{global_id=4479128, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101 «Филёвский образовательный центр»}";
"31.10.2016 09:29:26";"5781";"4698323";"5781";"Центральный административный округ";"Басманный район";"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1621 «Школа лидерства Лаудер Эц Хайм»";"1147746055159";"12";"3";"5";"2015-2016";"{global_id=4478867, value=Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1621 «Школа лидерства Лаудер Эц Хайм»}";
"31.10.2016 09:38:54";"5771";"4698324";"5771";"Северный административный округ";"район Западное Дегунино";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2098 «Многопрофильный образовательный центр» имени Героя Советского Союза Л.М. Доватора»";"5137746009341";"237";"34";"93";"2015-2016";"{global_id=13793801, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2098 «Многопрофильный образовательный центр» имени Героя Советского Союза Л.М. Доватора»}";
"31.10.2016 09:33:51";"5775";"4698325";"5775";"Северный административный округ";"Войковский район";"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 90 «Многопрофильный образовательный комплекс» имени Героя Советского Союза Е.Г. Ларикова»";"1027700481160";"286";"24";"64";"2015-2016";"{global_id=4479217, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 90 «Многопрофильный образовательный комплекс» имени Героя Советского Союза Е.Г. Ларикова»}";
"31.10.2016 09:28:49";"5752";"4698326";"5752";"Южный административный округ";"Донской район";"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы киноколледж № 40 «Московская международная киношкола»";"1037739414129";"72";"1";"4";"2015-2016";"{global_id=4479062, value=Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы киноколледж № 40 «Московская международная киношкола»}";
"31.10.2016 09:27:36";"5764";"4698327";"5764";"Южный административный округ";"район Нагатино-Садовники";"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 507»";"1127746768820";"133";"31";"61";"2015-2016";"{global_id=4478840, value=Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 507»}";
